"text","label","type","source","lang","category","has_diacritics"
"Cardul tău va fi dezactivat în 90 de minute din cauza activității suspecte în străinătate. Reactivare: [http://card-valideaza-online.co/activeaza](http://card-valideaza-online.co/activeaza)","1","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: Confirmare de înregistrare. Vă mulțumim! Contul dvs. eMAG este activ. Puteți începe cumpărăturile pe www.emag.ro","0","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"ANAF: Aveți o restanță fiscală de 150 RON. Plata obligatorie în 24h pentru a evita penalitățile: [http://anaf-plati-urgente.org/achita](http://anaf-plati-urgente.org/achita)","1","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: ALERTĂ DE SECURITATE: Sesizare Login din Nouă Locație. Logare reușită (Cluj, 14:00). Dacă nu recunoști, sună la 021.XXXXXXX.","0","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Ai o plată inițiată de 1800 RON. Dacă NU este conform, oprește transferul imediat în acest link: [http://opreste-frauda-azi.link/stop](http://opreste-frauda-azi.link/stop)","1","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: Notificare de Eșec la Tranzacție. Plata dvs. a fost refuzată. Actualizează datele cardului imediat pentru a evita costuri suplimentare: [http://banca-update-online.net/login](http://banca-update-online.net/login)","1","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Codul tău de verificare SMS pentru tranzacția de 50 RON este: 771033. Nu este necesară nicio altă acțiune din partea ta.","0","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"MAMĂ, SUNT BLOCAT! Am distrus telefonul, te rog transferă suma de 1500 RON urgent în contul indicat pe [http://ajutor-accidente-rutiere.com/](http://ajutor-accidente-rutiere.com/)","1","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: Erori de Securitate. Dacă nu confirmi identitatea în următoarele 3 ore, contul tău va fi șters permanent. Verifică: [http://portal-securizat-ro.net/acces](http://portal-securizat-ro.net/acces)","1","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Poșta Română. Coletul tău a sosit, dar necesită o taxă vamală de 12 RON neachitată. Plătește acum: [http://posta-vamala-rapida.info/taxa](http://posta-vamala-rapida.info/taxa)","1","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: Notificare – Modificare Politică de Confidențialitate. Noua versiune intră în vigoare la 1 septembrie. Detalii complete pe www.bancatransilvania.ro.","0","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Digi: Factura ta de 65 RON a fost emisă. Data scadenței: 05.08. Poți plăti pe `digi.ro/my-digi` sau la punctele de plată. Vă mulțumim.","0","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: INVESTIȚIE GARANTATĂ. Banca ta a alocat 500 RON către un program de criptomonede. Confirmă aprobarea rapid: [http://crypto-profit-garantat.net/start](http://crypto-profit-garantat.net/start)","1","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"AI FOST AMENDAT: Ai depășit termenul de plată a impozitului pe casă. Plătește amenda de 300 RON în 30 de minute: [http://primaria-online-plati.com/amenda](http://primaria-online-plati.com/amenda)","1","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: Informare Fiscală – Declarația 200. Reamintim că termenul de depunere este 15 martie. Informații suplimentare pe `www.anaf.ro/ghiduri`","0","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Tranzacție reușită: Ai plătit 120 RON la Emag. Data: 22.07. Dacă nu recunoști plata, blochează cardul temporar prin aplicație.","0","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: S-a detectat o autentificare neautorizată. Te rugăm să îți schimbi parola imediat și să revizuiești activitatea contului: [http://security-review-portal.com](http://security-review-portal.com)","1","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Efectuarea unei plăți online de 500 RON necesită confirmarea ta. Introdu codul OTP 654321 pentru a finaliza tranzacția.","0","sms","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: Confirmare Tranzacție. Vă confirmăm plata de 450 RON către S.C. Librăria SRL. ID Tranzacție: XYZ9876. Data: 24.07.2024.","0","email","metoda 'Accidentul' (Mama/Tata am nevoie de bani)","ro","Social_Scams","True"
"Subiect: Lista Video Secrete. Ai ratat 3 sarcini cu plată dublă! Intră rapid să le vezi: [http://bonus-secret.info/login](http://bonus-secret.info/login)","1","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Urgent! Plata ta e blocată. Trebuie să confirmi datele în 10 minute sau pierzi bonusul. Intră aici: [https://task-urgent.net/plata](https://task-urgent.net/plata)","1","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Codul tău de autentificare pentru platforma de Like-uri este: 835901. Nu îl divulga nimănui.","0","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Cine îți spionează profilul? Am detectat 5 vizualizări suspecte ale istoricului tău de Like-uri. Vezi cine e: [http://profil-securitate.app/check](http://profil-securitate.app/check)","1","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Notificare: Modificarea Termenilor și Condițiilor de Muncă. Te rugăm să verifici noile reguli pe [https://portal-munca.ro/termeni](https://portal-munca.ro/termeni).","0","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Ai fost selectat pentru sarcini VIP. Vezi cele 4 video ascunse. Acces restricționat aici: [bit.ly/video-elite-2024](http://bit.ly/video-elite-2024)","1","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Alertă de Securitate - Conectare reușită. Te-ai logat pe dispozitiv nou (PC, Timișoara). Dacă erai tu, ignoră.","0","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: URGENT! Documente Personale. Trebuie să ne trimiți o poză secretă cu buletinul tău. Încarcă aici: [https://doc-necesar.com/upload](https://doc-necesar.com/upload)","1","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Ai terminat cu succes sarcinile pe ziua de azi. Verifică soldul pe [https://tiktok.com/job-status](https://tiktok.com/job-status).","0","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Eșec Autentificare! Cineva a încercat să fure contul tău de Like-uri! Intră acum și schimbă parola: [http://security-alert-protect.info](http://security-alert-protect.info)","1","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Vezi dovada plății VIP a colegului tău, înainte să se șteargă! Suma e de 12.000 RON! Click aici: [https://dovada-plata.net/secret](https://dovada-plata.net/secret)","1","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Notificare de Mentenanță. Platforma noastră va fi offline pentru actualizări între 02:00 și 04:00 AM. Mulțumim pentru înțelegere.","0","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Plata ta a fost reținută din cauză că nu ai semnat noul Contract Secret. Semnează acum: [http://contracte-rapide.eu](http://contracte-rapide.eu)","1","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Erori de Profil! Ne lipsesc detaliile tale bancare secrete. Completează-le urgent aici: [https://date-vip-reale.com/update](https://date-vip-reale.com/update)","1","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Ai solicitat resetarea parolei pentru contul de freelancer. Dacă nu ai solicitat-o tu, ignoră acest SMS.","0","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Vezi ce sarcini secrete cu 500 RON/oră au ascuns de tine! Detalii doar aici: [http://job-secret-premium.org](http://job-secret-premium.org)","1","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Bine ai venit în echipa noastră! Poți începe sarcinile vizitând [https://portal.youtube.com/task-start](https://portal.youtube.com/task-start).","0","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Poze compromițătoare! Cineva a postat poze cu activitatea ta pe rețele. Șterge-le imediat: [http://scoate-poza-acum.net/stergere](http://scoate-poza-acum.net/stergere)","1","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Verificarea identității tale a eșuat. Nu vei primi plata fără re-verificare rapidă aici: [https://verifica-identitate.co/profil](https://verifica-identitate.co/profil)","1","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Confirmare Plată - Suma de 350 RON a fost virată în contul tău. Procesarea durează 24 de ore.","0","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Cineva a încercat să îți fure lista de canale YouTube preferate. Vezi adresa IP a spionului: [http://spion-identificat.link/ip](http://spion-identificat.link/ip)","1","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Ai un nou șef SECRET! El vrea să vadă istoricul tău. Trimite-i acces aici: [https://sefu-tau-privat.biz](https://sefu-tau-privat.biz)","1","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Nu oferi niciodată parola nimănui. Echipa noastră nu îți va cere datele bancare prin SMS.","0","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Important: Actualizare Politică de Confidențialitate (GDPR). Citiți pe [https://platformamunca.ro/legal/gdpr](https://platformamunca.ro/legal/gdpr).","0","email","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Profilul tău a fost setat ca INACTIV! Deblochează-l rapid pentru a nu pierde munca depusă: [http://deblocheaza-cont.xyz](http://deblocheaza-cont.xyz)","1","sms","oferta angajare part-time 'Like-uri pe TikTok/YouTube'","ro","Social_Scams","True"
"Subiect: Urgent: Cardul dumneavoastră a fost suspendat. Am găsit un fișier neautorizat în cont. Deblocați imediat: [http://security-file-check.com/ro/login](http://security-file-check.com/ro/login)","1","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Salut, codul tau de autentificare (OTP) pentru tranzactia de 500 RON este 678901. Valabil 5 minute. Nu il comunica nimanui.","0","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Cardul tau este blocat. Un dispozitiv necunoscut a accesat datele. Vezi cine te-a spionat aici: [http://banca-urgent-secure.net/spion](http://banca-urgent-secure.net/spion)","1","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Logare reușită. V-ați autentificat în aplicația Mobile Banking de pe un dispozitiv nou. Dacă nu ați fost dvs., contactați [www.bancatransilvania.ro/contact](www.bancatransilvania.ro/contact)","0","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Tranzacție suspectă și poze secrete. Cardul este blocat temporar. Verificați dovada și deblocați accesul imediat: [http://verifica-date-secure.org/auth](http://verifica-date-secure.org/auth)","1","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Cardul dumneavoastră a fost blocat temporar din motive de securitate. Vă rugăm să sunați la 0800 800 000 pentru deblocare imediată.","0","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Card blocat permanent daca nu confirmi în 30 min. Vezi motivul șocant: [http://ro-card-confirm.info/update](http://ro-card-confirm.info/update)","1","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Alerta de Securitate! S-a încercat o plată masivă. Accesați clipul video cu autorul tranzacției neautorizate: [http://contulmeu-safe-ro.biz/video-proof](http://contulmeu-safe-ro.biz/video-proof)","1","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Notificare importantă privind securitatea plăților. Am actualizat Termenii și Condițiile de utilizare. Detalii complete găsiți pe [www.brd.ro/securitate](www.brd.ro/securitate).","0","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Accesul la fonduri suspendat. Există o logare dintr-o locație neobișnuită. Verifică locul logării și deblochează: [http://app-bank-login.com/map](http://app-bank-login.com/map)","1","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Acțiune Imediată: Informații Confidențiale Dezvăluite. Cardul este blocat. Deblocați și citiți raportul intern aici: [http://raport-secret-banca.org/access](http://raport-secret-banca.org/access)","1","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Alerta: S-a efectuat o tranzacție de 12.000 RON la EMAG. Dacă nu recunoașteți plata, răspundeți cu STOP sau sunați-ne.","0","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Cardul a fost dezactivat. Reactivarea este obligatorie. Vezi pozele asociate fraudei pe care trebuie să le verifici: [http://card-reactivare.ro/login-poze](http://card-reactivare.ro/login-poze)","1","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Confirmare schimbare parolă. Parola contului dumneavoastră a fost modificată cu succes la ora 14:30. Dacă nu ați inițiat dvs. acest proces, sunați la suport.","0","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Ultimul Avertisment! Card blocat. Deblocați acum și vedeți tranzacția ascunsă pe: [http://secure-access-bt.net/final](http://secure-access-bt.net/final)","1","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Notificare: Aplicația de Mobile Banking va fi indisponibilă între 02:00 și 05:00, 15.11, pentru mentenanță. Vă mulțumim pentru înțelegere.","0","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Cardul tău este blocat. Am detectat un IP suspect. Vezi locația exactă pe hartă care a generat blocarea: [http://secure-ip-check.xyz/map](http://secure-ip-check.xyz/map)","1","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Actualizare esențială! Card blocat temporar. Trebuie să confirmați noile date pe care le-am găsit despre dvs. aici: [http://date-noi-confirmare.info/login](http://date-noi-confirmare.info/login)","1","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Documente încărcate cu succes. Cererea dvs. de credit a fost procesată. Statusul poate fi verificat pe [https://portal.cecbank.ro/status](https://portal.cecbank.ro/status).","0","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Blocare de securitate. Cardul tau este inactiv. Vezi ce date au fost compromise și accesează deblocarea: [http://compromis-date-card.net/login](http://compromis-date-card.net/login)","1","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Tranzacție reușită: 45 RON la DIGI.RO. Sold disponibil: 1250 RON. Data: 14.05.","0","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Restricție Cont! Accesul este limitat. Deblocați pentru a vedea profilul celui care a încercat să îl utilizeze: [http://profil-blocare-card.com/view](http://profil-blocare-card.com/view)","1","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Întrebări Frecvente Despre Securitate. Cardurile noastre sunt protejate 3D Secure. Informații suplimentare: [www.ing.ro/FAQ](www.ing.ro/FAQ).","0","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Cardul dvs. blocat anterior a fost deblocat conform solicitării telefonice (Referinta X784D). Vă rugăm verificați tranzacțiile.","0","sms","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: Notificare privind activitatea contului. Vă rugăm să verificați periodic extrasul de cont pentru a vă asigura că toate tranzacțiile sunt recunoscute. Nu este necesară nicio acțiune.","0","email","card blocat temporar - necesită deblocare","ro","Bancar","True"
"Subiect: URGENT: Comandă procesată! Plata investiției de 0.5 BTC a fost inițiată. Dacă nu ați făcut această acțiune, accesați imediat: [http://securitate-crypto-blocaj.com](http://securitate-crypto-blocaj.com)","1","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Codul tău de verificare (OTP) pentru Banca TA este: 789123. Nu îl divulgați nimănui. Valabil 5 minute.","0","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Tranzacția dvs. de 8500 RON către „CryptoProfit RO” a fost confirmată. Anulați imediat aici, dacă nu recunoașteți plata: [http://anuleaza-plata-crypto.info](http://anuleaza-plata-crypto.info)","1","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Autentificare reușită dintr-o locație nouă. Am detectat un login nou. Dacă sunteți dvs., ignorați. Dacă nu: [https://securitate.platforma-oficiala.ro/raport](https://securitate.platforma-oficiala.ro/raport)","0","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Depunerea dvs. de 12.000 RON pentru pachetul ""Garanție DeepProfit"" este în așteptare. Confirmați operațiunea aici: [http://crypto-deep-invest.net](http://crypto-deep-invest.net)","1","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Felicitări! Profitați de investiția garantată! Plata profitului de 15% vă așteaptă. Accesați și revendicați: [http://profit-garantat-rapid.biz](http://profit-garantat-rapid.biz)","1","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Plata facturii de internet de 59 RON către DIGI a fost procesată cu succes pe data de 12.08.","0","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Ați vândut 4 ETH. Retragere confirmată. Vă rugăm să verificați detaliile retragerii către portofelul extern X891: [http://validare-portofel-sigur.org](http://validare-portofel-sigur.org)","1","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Notificare: S-a detectat o tentativă de login în portofelul dvs. din străinătate. Dacă nu sunteți dvs., blocați contul imediat aici: [http://blocare-cont-crypto.eu](http://blocare-cont-crypto.eu)","1","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Notificare: Mentenanță programată. Platforma noastră va fi offline între 02:00 și 04:00 AM, 15.08. Detalii: [www.exchange-ro-official.com/stiri](www.exchange-ro-official.com/stiri)","0","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"ATENȚIE: S-a confirmat schimbul valutar intern de 9300 RON în USDT. Dacă este o eroare, contactați suportul la: [http://suport-urgent-finante.info](http://suport-urgent-finante.info)","1","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Soldul contului curent este 4,567.89 RON. Vă mulțumim că folosiți Banca Transilvania.","0","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Confirmare achiziție majoră de NFT-uri. Suma debitată: 4500 EUR. Anulați în 30 de minute accesând: [http://cancel-achizitie-nft.com](http://cancel-achizitie-nft.com)","1","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Noua adresă de plată a fost înregistrată pe contul dvs. Verificați identitatea imediat pentru a preveni frauda: [http://identitate-secure-ro.net](http://identitate-secure-ro.net)","1","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Documente Fiscale: Declarația 200 a fost depusă cu succes pe portalul ANAF. Puteți descărca recipisa: [https://spv.anaf.ro/acces-cont](https://spv.anaf.ro/acces-cont)","0","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: [Confirmare Deepfake] Solicitarea dvs. de transfer total de fonduri a fost aprobată și va fi executată în 60 de minute. STOP: [http://stop-transfer-fonduri.org](http://stop-transfer-fonduri.org)","1","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"E-factura Orange pentru luna iulie este emisă. O puteți vizualiza în contul MyOrange accesând aplicația.","0","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Soldul dvs. este negativ după investiția automată în AI. Vă rugăm să reîncărcați urgent contul pentru a evita penalitățile: [http://reincarcare-sold-ro.eu](http://reincarcare-sold-ro.eu)","1","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Notificare importantă: Datele de pe platforma de tranzacționare au expirat. Actualizați-le aici pentru a evita blocarea: [http://actualizare-date-tranzactii.com](http://actualizare-date-tranzactii.com)","1","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Taxe ANCOM: Verificare trimestrială. Vă rugăm să verificați situația plăților: [https://www.ancom.ro/contul-meu](https://www.ancom.ro/contul-meu)","0","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Confirmați schimbarea parolei. Dacă ați solicitat acest lucru, răspundeți DA. În caz contrar, sunați imediat la 0800 800 000.","0","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Retragerea fondurilor din investiția dvs. crypto a fost BLOCATĂ. Pentru deblocare și verificare KYC: [http://deblocare-kyc-urgent.net](http://deblocare-kyc-urgent.net)","1","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Subiect: Tranzacție interzisă. Am blocat o tentativă de transfer de 1200 USD către o adresă necunoscută. Contactați-ne dacă doriți deblocarea: [www.bancamea.ro/contact](www.bancamea.ro/contact)","0","email","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Ați accesat cu succes portalul de e-guvernare. Codul de sesiune este: G45T2H.","0","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"V-am confirmat înregistrarea la abonamentul de tranzacționare Premium Crypto. Costul: 199 EUR/lună. Anulați: [http://anulare-abonament-vip.info](http://anulare-abonament-vip.info)","1","sms","investiții crypto cu profit garantat (Deepfake)","ro","Social_Scams","True"
"Alertă: Plată 1950 RON către ""GlobalTech Corp"". Dacă nu ați inițiat-o, anulați imediat: [http://bcrm-confirm.com/urgenta](http://bcrm-confirm.com/urgenta)","1","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Codul tău de securitate 3D Secure pentru plata de 12.50 RON către Emag este 987654. Nu îl divulgați nimănui.","0","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Tranzacție Aprobată - Țările de Jos. Vă rugăm confirmați plata de 3499 RON către ""Dutch Services BV"". Dacă este o eroare, accesați linkul pentru anulare: [http://anuleaza-plata-ro.net](http://anuleaza-plata-ro.net)","1","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Notificare: Conectare Reușită. O nouă sesiune a fost inițiată pe ING HomeBank de pe un dispozitiv necunoscut. Dacă sunteți dvs., ignorați această notificare.","0","email","plată suspectă către comerciant extern","ro","Bancar","True"
"A fost înregistrată o plată de 249 EUR către 'Crypto Trade UK'. Blocați contul și anulați tranzacția aici: [http://stop-frauda-online.info](http://stop-frauda-online.info)","1","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Vă mulțumim pentru utilizarea serviciilor BT Pay. Solicitarea dvs. de transfer rapid a fost procesată cu succes. Detalii în aplicație.","0","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Acțiune Imediată: Plată Suspicioasă. Detalii: 4500 RON către „Shenzhen Electronics LTD”. Termen limită 2 ore pentru anulare: [http://verificare-securitate-plati.org](http://verificare-securitate-plati.org)","1","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Informare Limite Zilnice de Tranzacționare. Vă reamintim limitele standard pentru cardul 5040... la [www.bancatransilvania.ro/contact](www.bancatransilvania.ro/contact).","0","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Tranzacție eșuată! Pentru deblocarea și verificarea cardului dvs. din cauza activității suspecte, introduceți datele la: [http://card-deblocare-securizata.com](http://card-deblocare-securizata.com)","1","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Confirmați anularea plății eșuate. Sistemul nostru a detectat o tentativă de plată de 599 USD către un comerciant din Vietnam. Vă rugăm accesați linkul pentru a o anula complet: [http://bcrs-servicii-clienti.net](http://bcrs-servicii-clienti.net)","1","email","plată suspectă către comerciant extern","ro","Bancar","True"
"S-a înregistrat o logare reușită în aplicația BRD pe data de 05.11.2023, ora 14:30. Dacă nu ați fost dvs., vă rugăm contactați departamentul de securitate.","0","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Notificare: 1499 EUR debitați. Confirmați/anulați plata către 'European Goods GmbH' în 15 minute: [http://plataconfirm-securizat.info](http://plataconfirm-securizat.info)","1","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Extrasul de cont lunar este disponibil. Puteți descărca extrasul pentru luna precedentă accesând portalul securizat la [servicii.ing.ro](servicii.ing.ro).","0","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Notificare Urgentă de Fraudă. S-a inițiat o plată de 2900 RON către un cont bancar din Cipru. Confirmați că nu sunteți dvs. aici: [http://asistenta-urgent-bc.org](http://asistenta-urgent-bc.org)","1","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Contul dvs. va fi blocat permanent din cauza unei tranzacții internaționale suspecte. Anulați aici înainte de ora 17:00: [http://servicii-securitate-ro.net](http://servicii-securitate-ro.net)","1","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Folosiți codul 456789 pentru a autoriza plata de 89.90 RON către Netflix. Codul este valabil doar 5 minute.","0","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: VERIFICARE CRITICĂ: Anulați Plată Externă. O plată mare, neobișnuită, de 8990 RON a fost aprobată. Stopați accesând linkul: [http://bt-securitate-carduri.com](http://bt-securitate-carduri.com)","1","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Modificare parolă efectuată. Parola contului dumneavoastră BRD a fost schimbată cu succes la ora 16:00. Dacă nu ați făcut această acțiune, contactați [contact.brd.ro](contact.brd.ro).","0","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Contul dvs. este restricționat. Plata către 'Forex Agents' de 3000 RON necesită confirmare imediată. Accesați: [http://tranzactie-anuleaza.org](http://tranzactie-anuleaza.org)","1","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Fondurile solicitate prin transfer rapid de la partenerul dvs. au ajuns în cont. Vă mulțumim pentru utilizarea serviciului.","0","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Notificare Finală: Anulați Plata Suspicioasă 650 USD. Dacă nu interveniți în 30 de minute, plata către 'Luxury Watches SA' va fi definitivă. Folosiți: [http://plati-urgente-secure.info](http://plati-urgente-secure.info)","1","email","plată suspectă către comerciant extern","ro","Bancar","True"
"S-a detectat o tentativă de acces neautorizat în contul dvs. Verificați și anulați plățile la: [http://serviciicarduri.ro/verify](http://serviciicarduri.ro/verify)","1","sms","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Vă mulțumim pentru plata facturii DIGI. Suma de 59 RON a fost înregistrată. Detalii cont: [www.digi.ro/contulmeu](www.digi.ro/contulmeu)","0","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Subiect: Eșec Autorizare Plată Internațională. Tranzacția de 1550 RON către 'Software Licensing IE' a eșuat. Pentru reautorizare/anulare, accesați: [http://secure-plati-extern.info](http://secure-plati-extern.info)","1","email","plată suspectă către comerciant extern","ro","Bancar","True"
"Cardul dvs. 5040... a fost utilizat la ATM pentru o retragere de 500 RON. Dacă nu sunteți dvs., sunați la 0800 800 000 (disponibil 24/7).","0","sms","plată suspectă către comerciant extern","ro","Bancar","True"
